Date,Job Title,Company Name,Company Address,Work Type,Career Level,URL,Description,Requirements,Salary,Experience,Education,Skills & Tools
2022-09-26 16:14:31,Financial Analyst,Confidential,"10th of Ramadan City, Cairo, Egypt",Full Time,Entry Level (Junior Level / Fresh Grad),https://wuzzuf.net/jobs/p/khwBfk200wi9-Financial-Analyst-Cairo-Egypt%3Fo%3D28%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,"<p>Finance Planning & Budgeting is one of the key departments of an organization covering a range of<br>activities from basic bookkeeping to providing relevant, reliable, timely and accurate financial<br>information in the form of various financial reports to assist management in the process of strategic<br>decision making. The financial information in turn forms a basis for financial analysis. In this way,<br>financial analyst plays a vital role in a business organization. In fact, a financial analyst performs<br>various job roles and responsibilities.</p><p><strong>MAJOR ACCOUNTABILITIES:</strong></p><ul><li>Preparing Annual Budget, Strategy plan and monthly rolling forecast for the company and<br>Supervise budget development process, prepare and formulate business plans.</li><li>Budget Controlling, Analyse financial statements (income statement, balance sheet , cash flow )</li><li>This includes monthly financial reporting packages with variance analysis Actual vs Budget</li><li>Taking into account company’s goals and financial position and benchmarking</li><li>Prepare and maintain monthly, quarterly, and annual reports gauging progress towards goals</li><li>Prepare Capital budget and new projects and make feasibility study and give recommendations</li><li>Issuing Management Reports for Top management and board of directors</li><li>Due diligence, Merge and Acquisition case study Preparing IPO, Initial Public Offering case study</li><li>Communicate financial goals and milestones to stakeholders</li></ul>","<p><strong>Minimum Qualifications:</strong></p><ul><li>Bachelor degree in : finance/accounting or any equivalent major</li></ul><p><strong>Minimum Experience:</strong></p><ul><li>1-3 years of experience</li></ul><p><strong>Job specific Skills:</strong></p><ul><li>Good Expertise in data analytics.</li><li>Good communications skills – interpersonal, written and verbal.</li><li>Good understanding of accounting, budgets, forecasts, and cost control.</li><li>Good computer software skills. (Excel, knowledge of ERA, Visio, SharePoint system)</li><li>Ability to solve practical problems and deal with a variety of concrete variables in hard situations</li></ul>",Confidential,1 - 3 years,Bachelor's Degree,"Accounting, Finance, Financial Analysis, Finance Analysis, Microsoft Excel, ERA"
2022-10-04 15:09:38,Customer Insights Analyst/ CVM Proposition Analyst,Etisalat Egypt,"Cairo, Egypt",Full Time,Experienced (Non-Manager),https://wuzzuf.net/jobs/p/8NTbc88fpIpa-Customer-Insights-Analyst-CVM-Proposition-Analyst-Etisalat-Egypt-Cairo-Egypt%3Fo%3D29%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,"<p><strong>Job Purpose</strong></p><p>Monitoring Business units performance by providing reviews on monthly basis analyzing the segment &amp; promos performance in terms of revenues, retention, subs analysis, etc.. Conducting pre and post launch assessment for the prepaid segment “new tariffs/promos” to highlight the risks and the opportunities coupled with recommendations and to evaluate efficiency of all promotional activities.</p><p>&nbsp;</p><p><strong>Qualifications Essential</strong></p><ul><li>Ability to identify problems , collect data, establish facts, and draw valid conclusions.&nbsp;</li><li>Excellent Computer skills&nbsp;</li><li>Excellent use of Excel, power point and other office apps&nbsp;</li><li>Modelling skills</li></ul><p>&nbsp;</p><p><strong>Qualifications Desirable</strong></p><ul><li>Commercial and Financial Background</li></ul><p>&nbsp;</p><p><strong>Experience Desirable</strong></p><ul><li>2 years</li></ul><p>&nbsp;</p>",<ul><li>Bachelor Degree</li><li>2-3 years of experience in marketing analytics</li></ul>,Confidential,2 - 5 years,Bachelor's Degree,"Marketing, Marketing Analytics, Growth, CVM, Market Research, Mathematics, SQL, Analysis"
2022-08-31 15:48:06,Business Research Analyst - German Speaker,Infomineo,"Maadi, Cairo, Egypt",Full Time,Entry Level (Junior Level / Fresh Grad),https://wuzzuf.net/jobs/p/aDcFscot81o2-Business-Research-Analyst---German-Speaker-Infomineo-Cairo-Egypt%3Fo%3D30%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,"<h3><strong>About This Role?</strong><br> </h3><p>Are you intellectually curious? Do you have a knack for solving puzzles? Do you want to make an impact? If yes, then this role is right for you. As an Analyst at Infomineo, you'll be responsible for supporting clients with their research needs across different regions and industries.</p><p><strong>What you will do</strong></p><ul><li>Analyze research requests and define the best approach to successfully complete them</li><li>Gather data, verify it for accuracy, and package it in a structured and easily digestible manner</li><li>Assess existing research sources and data collection strategies, while coming up with suggestions when possible</li><li>Collaborate with clients and managers on the status of your work</li><li>Use your creativity and expertise to support Infomineo’s internal development projects</li></ul><p><strong>What we offer</strong></p><ul><li>A competitive salary</li><li>A great working environment & fast-track career trajectory</li><li>A healthy work-life balance</li><li>Health insurance Benefits</li></ul><h3><strong>Don’t hesitate. Apply by clicking on the button. Kindly include a cover letter with your application. We want to learn more about you! https://apply.workable.com/j/1C4A76E1B0</strong></h3><p> </p><p><strong>Equal opportunity employer</strong></p><p>Infomineo is an equal opportunity employer, we prohibit any sort of discrimination (based on color, race, sex, sexual orientation, religion, national origin or any other attributes) in all aspects of employment (recruiting, hiring, wages and salary, promotions, benefits, trainings and job termination).</p><p>If you believe you match our requirements and values, we would be happy to hear from you. Visit our website to know more about us, our services and company culture.</p>","<p><strong>Who you are</strong></p><ul><li>You have the ability to analyze a problem, ask relevant questions, and think outside-of-the-box</li><li>You have past experience in or a love for research, consulting or data analysis</li><li>Preferably, you are someone with 1-2 years of work experience</li><li>You hold a Bachelors or Masters degree in Business, Economics, or similar field</li><li>You are at ease when working with figures and concepts that include modeling or correlation analysis</li><li>You are a creative self-starter that appreciates working in an entrepreneurial environment</li><li>You enjoy collaborating with people and working in teams</li><li>You are fully proficient in English and German - kann problemlos in beiden Sprachen arbeiten.*</li></ul>","Confidential, B2-C1 German is required",0 - 2 years,Bachelor's Degree,"Market Research, Research, Economics, Consulting, English, Data, Marketing Research"
2022-09-28 11:57:37,Business Analyst,Target Recruitment  & HR Solutions ,"New Cairo, Cairo, Egypt",Full Time,Experienced (Non-Manager),https://wuzzuf.net/jobs/p/vJjm5jLTqfmR-Business-Analyst-Target-Recruitment-HR-Solutions-Cairo-Egypt%3Fo%3D31%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,"<ul><li>Lead the strategy and development of a robust and innovative Internet of Things (IoT) ecosystem, including defining platform requirements, customer experience and market strategies.</li><li>Having an in depth understanding of the IoT industry including key players.</li><li>Leading the product management efforts for IoT services, with responsibility for defining the related product roadmap, business plan and product offers as well as developing critical strategies that deliver tangible business results.</li><li>Oversee and manage the Product & Operations Team to develop and launch approved products and services.</li><li>Act as product owner in scrum agile framework which require defining the product vision, prioritizing product backlog, oversee the development of the product through all its stage, participate in sprint planning.</li><li>Own the product lifecycle from requirements gathering through production and release. </li><li>Responsible for deliverables to support product requirements (FRS, SRS), product release as well as GTM (Product collaterals like Product release communication, Product data sheet etc.)</li><li>Understanding the dynamic market needs and provide inputs for additional features for existing products.</li><li>Recommends the nature and scope of present and future product lines by reviewing product specifications and requirements, appraising new product ideas and/or product or packaging changes.</li><li>Obtains product market share by working with sales and pre-sales to develop product sales strategies.</li><li>Perform product demos to customers and develop relationships in key clients.</li><li>Provide product training to customers through training sessions and webinars.</li><li>Communicate product status reports, assessing risk and new opportunities in each region.</li><li>Gather customer requirements via workshops, questionnaires, surveys, site visits.</li><li>Create workflow storyboards, use cases, scenarios, and other methods.</li><li>Oversee and manage the Product & Operations Team to develop and launch approved products and services.</li><li>Own the product lifecycle from requirements gathering through production and release. </li><li>Responsible for deliverables to support Engineering documentation.</li></ul>","<ul><li>Bachelor of Engineering in Computer science or related fields.</li><li>5-7 years of technical product owner/business analysis experience, with a focus on software products and technologies</li><li>Experience in software development cycle is a must.</li><li>Excellent writing & documentation skills.</li><li>Excellent analytical skills.</li><li>Excellent problem-solving skills.</li><li>Fluent in English is a must. </li><li>Strong software development background.</li><li>End-to-end product management experience with software/web technologies.</li><li>Technically hands-on and has previous software development experience.</li><li>Good understanding of the IoT industry, products and services including device categories, features, architectures and communication protocols.</li></ul>",Confidential,5 - 7 years,Bachelor's Degree,"Analysis, business, Business Analysis, analytical, Computer Science, Development, Engineering, English, Information Technology (IT), Management, Software, Software Development"
2022-09-22 17:09:38,Senior Business Analyst,Easy Cash,"Heliopolis, Cairo, Egypt",Full Time,Experienced (Non-Manager),https://wuzzuf.net/jobs/p/TyuOp04PIr0f-Senior-Business-Analyst-Easy-Cash-Cairo-Egypt%3Fo%3D32%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,"<figure class=""table""><table><tbody><tr><td><ul><li>Demonstrate up-to-date expertise in Information Systems and apply this to the development, execution, and improvement of action plans by providing advice and guidance to others in the application of information and best practices.</li><li>Support and align efforts to meet customer and business needs.</li><li>Manage customer relationships and expectations by developing a communication process to keep others up to date on project results.</li><li>Lead or participate in multiple projects by completing and updating project documentation; managing project scope; adjusting schedules when necessary; determining daily priorities; ensuring efficient and on-time delivery of project tasks and milestones; following proper escalation paths; and managing customer and supplier relationships.</li><li>Provide leadership to team members and peers by collaborating with others; articulating ideas and viewpoints to senior management, peers, and others; identifying and initiating projects; managing resources; driving the resolution of issues; and holding self and team accountable for results.</li><li>Identify, create, and facilitate process design changes by conducting business and systems process analysis and design at a complex level; focusing on quality improvement and data management; ensuring data is reliable and valid; developing process improvements or re-engineering and recommending elimination; integrating new systems and processes with existing ones; and partnering with internal and external customers to ensure systems provided meet the long-term business strategies.</li><li>Provide and support the implementation of business solutions by building relationships and partnerships with key stakeholders; identifying business needs; determining and carrying out necessary processes and practices; monitoring progress and results; recognizing and capitalizing on improvement opportunities; and adapting to competing demands, organizational changes, and new responsibilities.</li><li>Provide project level analysis – producing required project analysis documentation (business requirements, scope matrix, use cases, sequence diagrams, future state proposals, UAT plan)</li><li>Collaborate closely with developers to implement the requirements, provide necessary guidance to testers during QA process.</li><li>Identify improvement opportunities (proactive and reactive)</li><li>Ability to analyze and synthesize business requirements, including recognizing patterns and conceptualizing processes.</li><li>Understand and negotiate needs and expectations of multiple stakeholders.</li><li>Serve as a liaison between Operations and IT to assist or gather business requirements needed for system modifications, enhancement, and implementations.</li><li>Preparing SIT, UAT, production environment.</li><li>Plan Technical testing of production (HA/DR testing, performance testing and review), Regression testing of UAT,</li><li>Solicit customer feedback, report software bugs, and pass these on back to engineering for subsequent build / release cycles, as the product stabilizes, and then matures.</li><li>Collaborate with Quality Assurance (QA), developers/ engineers and architects to align solutions, identify dependencies, and ensure functional results.</li></ul></td></tr></tbody></table></figure>","<figure class=""table""><table><tbody><tr><td><ul><li>Bachelor's Degree and at least 3-5 years of experience in technical Business Analysis</li><li>Experience preparing and/or executing business and technical requirements and specifications.</li><li>Highly proficient technical writing capabilities</li><li>Advanced level computer experience, including skills in Microsoft Word, Excel, PowerPoint, Project, and Visio, is necessary.</li><li>This position requires excellent communication, organizational, customer service and problem-solving skills.</li><li>Ability to work independently and in a team is vital.</li><li>Proven ability to work efficiently and accurately under pressure, meet deadlines and present a professional demeanor is essential.</li><li>Proven ability to respond to different organizational situations while maintaining a positive and friendly attitude is necessary.</li><li>Maintaining confidentiality, treating others with respect and upholding Company values are key attributes.</li><li>In addition, organizational and problem-solving skills, a can-do attitude, and the ability to adjust to changing requirements are essential.</li><li>Proficient in English (verbal and written)</li></ul></td></tr></tbody></table></figure>",Confidential,3 - 5 years,Bachelor's Degree,"Analysis, Business Analysis, Product, Business, English, Information Technology (IT), Agile, Software, Computer Science, Product Management, Technical Writing, Visio, SRS, Project, IS, Business Development"
2022-08-31 11:08:32,Senior R&D Analyst- Banha,Z2 Data,"Banha, Qalubia, Egypt",Full Time,Experienced (Non-Manager),https://wuzzuf.net/jobs/p/QULmM8c1vDma-Senior-RD-Analyst--Banha-Z2-Data-Qalubia-Egypt%3Fo%3D33%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,"<h2><strong>Job Description</strong></h2><ul><li>Research and development of new technologies/topics in coordination with other technical departments</li><li>Writing technical/scientific documentation of analysis output</li><li>Search for new proposals for R&D projects</li><li>Plan and execute requirements gathering activities.</li><li>Interact with the customers to gather their business and user requirements.</li><li>Interpret business and user requirements into clear and comprehensive documentation.</li><li>Align with technical and data development teams to map users’ requirements into practical system requirements specifications.</li><li>Support research requests and define the best approach to successfully complete them.</li><li>Use your creativity and expertise to support Z2Data’s internal development project.</li><li>Suggesting alternatives when the required information is not available.</li><li>Reporting on the status of the request: closed, on-hold; discussing relevancy of methodologies/approaches used to conduct business requirements</li></ul>","<h2><strong>Job Requirements</strong></h2><ul><li>3-5 years of proven experience in business analysis, consulting, and data analysis.</li><li>Highly proficient in English and excellent communication skills (verbal and written) and ability to adapt your communication style for the audience.</li><li>Advanced Microsoft Excel, Microsoft PowerPoint, Microsoft Visio.</li><li>Ability to analyze a problem, ask relevant questions, and think outside-of-the-box.</li><li>Flexible working with figures and concepts that include modeling or correlation analysis.</li><li>Creative self-starter that appreciates working in an entrepreneurial environment.</li><li>Hold a Bachelors or Master degree in Business, Management, Economics, or similar field.</li><li>Enjoy collaborating with people and working in teams.</li></ul><p>&nbsp;</p>",Confidential,2 - 5 years,Bachelor's Degree,"Analysis, business, Business Analysis, Communication, Communication skills, Data Analysis, English, R&amp;D, Research, Computer Science, Consulting, Information Technology (IT)"
2022-09-18 11:18:15,Financial Analyst-Multinational Organization,Confidential,"6th of October, Giza, Egypt",Full Time,Experienced (Non-Manager),https://wuzzuf.net/jobs/p/L9rruA4pqmgY-Financial-Analyst-Multinational-Organization-Giza-Egypt%3Fo%3D34%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,"<ul><li>&nbsp;a Financial Analyst to provide accurate and data based information on company’s profitability, solvency, stability and liquidity. &nbsp;researching and analyzing financial information to help company make well informed decisions, write reports and monitor financial movements.</li><li>&nbsp;Consolidate and analyze financial data (budgets, income statement forecasts etc) taking into account company’s goals and financial standing</li><li>&nbsp;Provide creative alternatives and recommendations to reduce costs and improve financial performance</li><li>&nbsp;Assemble and summarize data to structure sophisticated reports on financial status and risks</li><li>&nbsp;Develop financial models, conduct benchmarking and process analysis</li><li>&nbsp;Conduct business studies on past, future and comparative performance and develop forecast models</li><li>&nbsp;Identify trends, advise company and recommend actions to a senior financial analyst based on sound analysis</li></ul>","<ul><li>Proven working experience as a Finance Analyst</li><li>&nbsp;Proficient in spreadsheets, databases, MS Office and financial software applications</li><li>&nbsp;Hands on experience with statistical analysis and statistical packages</li><li>&nbsp;Outstanding presentation, reporting and communication skills</li><li>&nbsp;Proven knowledge of financial forecasting and diagnosis, corporate finance and information analysis</li><li>&nbsp;Well informed in current financial subjects, accounting, tax laws, money market and business environments</li><li>&nbsp;BS degree in Finance, Economics or related field</li></ul>",Confidential,3 - 5 years,Bachelor's Degree,"Financial Services, Accounting, Cost Control"
2022-09-21 14:24:42,Cash Flow Analyst,The International School of Elite Education,"New Cairo, Cairo, Egypt",Full Time,Experienced (Non-Manager),https://wuzzuf.net/jobs/p/anwQfniZEZkK-Cash-Flow-Analyst-The-International-School-of-Elite-Education-Cairo-Egypt%3Fo%3D35%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,"<ul><li>Analysing data to identify trends and patterns in financial markets, using statistical techniques such as regression analysis or time series analysis.</li><li>Tracking and reporting cash flow to ensure that payments are made on time and that excess funds are available to meet short-term obligations.</li><li>Providing information to management regarding the company’s liquidity position by analysing cash flow forecasts.</li><li>Participating in budget preparation and monitoring by creating budgets based on projected sales figures and other financial data.</li><li>Evaluating investment opportunities based on the company’s risk tolerance and objectives.</li><li>Preparing reports detailing cash flow activity, including collections and disbursements, for internal use by management or external use by investors.</li><li>Monitoring business performance against budget projections and identifying any deviations that may require corrective action.</li><li>Reviewing financial statements to ensure they comply with Generally Accepted Accounting Principles (GAAP) or International Financial Reporting Standards (IFRS).</li><li>Preparing cash flow analyses that identify potential problems with cash flow or identify opportunities for improving cash flow.</li></ul>","<ul><li>Bachelor’s degree in finance, accounting or a related field.</li></ul>",Confidential,2 - 3 years,Bachelor's Degree,"Cash Flow, Finance, Accounting, Financial Analysis, financial market"
2022-09-14 14:22:47,Sales Operations Analyst,Target for Chemicals industry and trade,"Bourj Alarab, Alexandria, Egypt",Full Time,Experienced (Non-Manager),https://wuzzuf.net/jobs/p/hsP8ln1roOo5-Sales-Operations-Analyst-Target-for-Chemicals-industry-and-trade-Alexandria-Egypt%3Fo%3D36%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,"<ul><li>Receiving inbound Sales orders from industry sales, providing product information, advice and support to industry sales, and maintaining effective Sales operation and administrative procedures for the recording of all Sales transactions from receipt of order to dispatch and payment.</li><li>Processing Sales orders and arranging the dispatch of products sold in cooperation with the supply chain department.</li><li>Receiving inbound customer Sales inquiries and providing quotations, product information, support and pricing details in response to inbound enquiries, promoting the features and benefits of the organisation's products.</li><li>Maintaining the customer database.</li><li>Maintaining Sales statistics and records of sales performance.</li><li>Providing administrative support for the production of tenders, bids and other Sales related documents.</li><li>Identifying Sales leads and escalating them to Sales Representatives.</li><li>Receiving, handling or escalating customer complaints related to the sale of the organisation's products.</li><li>Other duties as assigned.</li></ul>","<ul><li>3-5 years as analyst, administration or data analyst</li><li>Alexandria Resident </li></ul>",Confidential,3 - 5 years,Bachelor's Degree,"Administration, Analyst, Operations, Database Systems, Sales, Sales Target"
2022-09-18 12:50:31,Tech Lead and System Analyst,Dafa,"Haram, Giza, Egypt",Full Time,Experienced (Non-Manager),https://wuzzuf.net/jobs/p/krdZl1GdrxAP-Tech-Lead-and-System-Analyst-Dafa-Giza-Egypt%3Fo%3D37%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,"<ul><li><strong>Please read carefully before applying. </strong></li><li>Develop, analyze, prioritize, and organize requirement specifications, data mapping, diagrams, and flow charts for developers and testers to follow with them and ensure their compatibility with the Egypt branch.</li><li>Deploy, maintain, and troubleshoot core business applications.</li><li>Good in PHP Programming language – Node.js “min 3 years”</li><li>Meet and coordinate with internal stakeholders to establish project scope, system goals, and requirements.</li><li>Translate highly technical specifications into clear non-technical requirements and vice versa.</li><li>Manage the set-up and configuration of systems with updates.</li><li>Define and coordinate the execution of testing procedures, and develop test cases to serve the overall quality assurance process.</li><li>Provide documentation of all processes and train employees as needed</li><li>Develop and implement maintenance procedures, monitor systems health, gather system statistics and troubleshoot reported errors and alarms through received tickets from users.</li><li>Responsible for user creation on the system & updating it (adding, deleting, authority level).</li><li>Coordinate design, implementation, and upgrades of information systems to meet the business and user needs.</li><li>Implement best practices for scalability, supportability, ease of maintenance, and system performance through daily logging on the system to check users & handle compliance.</li><li>Follow up with the developer's team on all released issues according to their priority.</li></ul>",<ul><li>Years of experience: 4 to 6 years of work experience</li><li>Excellent communication and presentation skills</li><li>Excellent analytical skills</li><li>Leadership and facilitation skills</li><li>Fluent in written and spoken English and Arabic</li><li>Bachelor’s degree in Computer Science or related discipline is preferred</li><li>CCBA/CBAP certified is preferred</li><li>Willingness to travel on short business trips frequently</li></ul>,Confidential,4 - 6 years,Bachelor's Degree,"Analyst, Computer Science, Information Technology (IT), Software, Software Development, Software engineer, Software Engineering, system, System Analyst, CBAP, Communication, English, Engineering"
2022-09-18 11:29:55,Financial Editor/Analyst,Argaam,"Mohandessin, Giza, Egypt",Full Time,Experienced (Non-Manager),https://wuzzuf.net/jobs/p/n9sIpP20YRDL-Financial-EditorAnalyst-Argaam-Giza-Egypt%3Fo%3D38%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,"<ul><li>Preparing Financial Results Reports quarterly depends on companies' earnings announcements.</li><li>Prepare reports by collecting, analyzing, and summarizing information.</li><li>Establish and update listed companies Business/Geo analysis.</li><li>Acquire, update, and maintain high-quality financial data using financial models of various types of industries.</li><li>Validate and verify data sources and financial figures with extensive testing to maintain high level of accuracy.</li></ul>","<ul><li>Bachelor's degree in Accounting, Finance, Business.</li><li>Solid experience in interpreting financial statements and performing quantitative financial analysis</li><li>An understanding of advanced concepts, and practices of accounting and finance.</li><li>MS office and google sheets.</li><li>Strong analytical thinking.</li><li>Experience in the same field is Preferable.</li><li>Prepare reports skills.</li><li>2 to 5 years of Experience. </li></ul>",Confidential,2 - 5 years,Bachelor's Degree,"Analysis, Accounting, Finance, Financial Analysis, Financial Statements, MS Office, analytical"
2022-09-21 14:53:12,Issuing Fraud Monitoring Senior Analyst,Network International -Egypt,"New Cairo, Cairo, Egypt",Full Time,Experienced (Non-Manager),https://wuzzuf.net/jobs/p/zR4AJAwx21Y7-Issuing-Fraud-Monitoring-Senior-Analyst-Network-International--Egypt-Cairo-Egypt%3Fo%3D39%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,"<ul><li>Monitor transactional-based card spends on a 24x7 basis as per company procedures, agreed service standards and in accordance with agreed controls and procedures.&nbsp;</li><li>Contact cardholders and merchants on suspicious activities on their card/merchant accounts and take necessary actions as per company procedures in accordance with agreed controls and TAT’s.&nbsp;</li><li>Conducting the review of all triggered alerts based on the pre-defined rules in the fraud detection tool. • Identify fraudulent trends and execute the appropriate action as per the unit process.&nbsp;</li><li>Improve Fraud Collection by reaching out to merchants and Acquirers immediately upon fraud confirmation notification.&nbsp;</li><li>The daily set target of alerts evaluation to be achieved per shift, and all queued alerts to be cleared maintaining no pending alerts by Shift and on timely manners.&nbsp;</li><li>Follow the proper channel of escalation and ensure that all critical issues are timely reported to guarantee the rapid fix.&nbsp;</li><li>Ensure that track records of Fraudulent Case Reports for all cases are properly produced and documented for history keeping.&nbsp;</li><li>Initiate outbound fraud alert notification through email to the internal team, Banks, Merchants, business.&nbsp;</li><li>Effectively action on the fraud trend with regular review of the fraud cases analysing the trend for better CPP identification.</li><li>Manage data compilation, retention, summarization, and publication for Issuing.&nbsp;</li><li>Respond to all inquiries (Banks and internal team) professionally via email/Remedy.&nbsp;</li><li>Deliver efficient and quality services to both internal and external customers that meet or exceed agreed service standards.&nbsp;</li><li>Follow the rules and procedure / process as per the SLA for the issuing clients.&nbsp;</li><li>Adhere to the internal and external Audit / Compliance requirements in the Unit/organization.</li><li>Determining problems or issues in queries or complaints handling nature and proposing solutions for Enhancements.</li><li>Ensure that the schemes related fraud alerts are timely actioned and reported to the concerned client bank.</li><li>Act as an escalation point and ensure resolution of client issues by identifying and reporting incidents in accordance with NI standards.</li><li>Deliver all the required support /task assigned on ADHOC requirement from the management. Provide the reporting that is required and case closure within the agreed time.&nbsp;</li><li>This is in line with the unit goal to form a successful backup program with multi skills players.</li></ul>","<p><strong>Education</strong>:</p><ul><li>Educated to Degree level from a recognized university.</li></ul><p><strong>Experience:</strong></p><ul><li>Banking product knowledge, service standards, productivity, and job analysis method.</li><li>Very Good command of English Language (Listening, Speaking, Reading &amp; Writing), or equivalent to Upper-Intermediate level</li><li>2+ years of experience in Inbound call center and/or experience with Card Fraud, Online wire fraud and fraud investigation.</li><li>Experience with handling business customers.</li><li>Knowledge of banking operations.</li></ul><p><strong>Knowledge/Skills:</strong></p><ul><li>Ability to apply sound judgment, effectively solve problems, and determine fraudulent activity consistently.</li><li>Experience in working with state-of-the-art payment fraud management systems.</li><li>Managing datasets for extraction, conversion into useful business and risk information and analytical purposes.</li><li>Expert in MS Office skills; MS Access, Power Point, Word, and Advanced Excel</li><li>Ability to multi-task as business needs dictate with phone and typing required</li><li>Excellent written and oral communication skills</li><li>Ability to work in a fast-paced call center environment meeting production goals.</li><li>Schedule flexibility - must be available to work in rotating shifts as part of 24/7 fraud monitoring team.</li><li>Proficient with computers</li><li>Ability to de-escalate difficult client situations.</li></ul>",Confidential,2 - 4 years,Bachelor's Degree,"Banking, Commerce, Fraud, Accounting, Analysis, Business Analysis, Finance"
2022-09-19 01:13:44,System Analyst,Simple Way Digital Solution,"Shorouk City, Cairo, Egypt",Full Time,Entry Level (Junior Level / Fresh Grad),https://wuzzuf.net/jobs/p/Cm1GiRcWcBec-System-Analyst-Simple-Way-Digital-Solution-Cairo-Egypt%3Fo%3D40%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,"<p><strong>Purpose</strong></p><ul><li>The associate business analyst is a part of a team driven to identify, develop and deliver innovative software solutions.</li><li>The role of the associate business analyst is to understand and document the existing processes, policies, laws, business rules and software solutions, then work with the concerned parties to develop alternatives to improve the business practices by utilizing technologies to support digital transformation initiatives.</li></ul><p><strong>Reporting To</strong></p><ul><li>Enterprise architecture head</li></ul><p><strong>Direct Reports</strong></p><ul><li>None</li></ul><p><strong>Responsibilities</strong></p><ul><li>Meet business users to collect and understand the business process, laws and regulations, business rules,</li><li>Model the business processes using visio, bizagy, Aris or other modelling tools</li><li>Document processes, procedures, policies, work instructions, etc.</li><li>Document the” to be” software requirements specifications using activity diagram, use case diagram, etc.</li><li>Document the database requirements</li><li>Gather performance data and recording</li><li>Participate in developing or reviewing the test scenarios and test cases</li><li>Participate in user acceptance test.</li></ul>","<p><strong>Education & Experience</strong></p><ul><li>A Bachelor’s degree in (computer science, computer engineering, Software engineering)</li><li>0 to 2 years of relevant work experience (business analysis, software development, software implementation, etc.)</li></ul><p><strong>Competencies</strong></p><ul><li>Process modelling tools</li><li>Process documentation</li><li>Software engineering</li><li>Software development and database design</li><li>Presentation skills</li><li>Problem Solving</li></ul>",Confidential,0 - 2 years,Bachelor's Degree,"Business Analysis, Computer Science, Information Technology (IT), Engineering, Computer Engineering, System Analysis, Software Engineering, Software Development"
2022-08-14 15:34:14,E-Commerce & Marketing Data Analyst,Confidential,"New Cairo, Cairo, Egypt",Full Time,Experienced (Non-Manager),https://wuzzuf.net/jobs/p/jzNIjX873nvy-E-Commerce-Marketing-Data-Analyst-Cairo-Egypt%3Fo%3D41%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,"<ul><li>Reviewing and collecting information from secondary sources.</li><li>Conducting research on various industries and product portfolios.</li><li>Collect and analyze data on consumer behavior, competitive landscape and local market.</li><li>Interpret and forecast market trends in various industries.</li><li>Conducting interviews with key stakeholders, including: Customers, suppliers, distributers, government associations etc.</li><li>Ability to articulate different business issues and concisely analyze and communicated key issued/insights both written and verbally.</li><li>Analyzing quantitative (MS-Excel) and qualitative information.</li><li>Hypothesis testing.</li></ul>",<ul><li>3-6 years of Experience </li></ul>,Confidential,3 - 6 years,Bachelor's Degree,"Market Research, Data Analysis, Analysis, Marketing, E-Marketing, Social Media, E-Commerce, Data Analyst, Data, Commerce, Analyst"
